DOI,f_avg_core_width_,f_Ms_emu_g_MNP,f_Hc_,c_core_composition,c_dopant_element_1,c_dopant_element_2,c_is_coated,f_H_,f_FCY_,f_conc_MNP_mg_mL,c_shape_type,c_magnetic_phase,SAR_W_g,f_avg_core_sd_ _BOTH,f_area_volume_ratio,f_Mr_Ms_BOTH,f_dopant_ratio_1,f_dopant_ratio_2
"10.1039, d4ra01600a",10.4,46.4,267,Cu0.47Co0.53Fe2O4,Cu,,chitosan,187.49,337,2,spherical,ferromagnetic,213.96,0.81,,0.12,0.47,
"10.1039, d4ra01600a",10.4,46.4,268,Cu0.47Co0.53Fe2O4,Cu,,chitosan,187.49,337,3,spherical,ferromagnetic,156.75,0.81,,0.12,0.47,
"10.1039, d4ra01600a",9.6,47,66,Cu0.15Co0.85Fe2O4,Cu,,,187.43,337,0.01,spherical,ferrimagnetic,330,,,,0.15,0.85
"10.1039, d4ra01600a",9.6,47,66,Cu0.15Co0.85Fe2O4,Cu,,,187.43,337,0.02,spherical,ferrimagnetic,210,,,,0.15,0.85
"10.1039, d4ra01600a",9.6,47,66,Cu0.15Co0.85Fe2O4,Cu,,,187.43,337,0.03,spherical,ferrimagnetic,180,,,,0.15,0.85
"10.1039, d4ra01600a",9.9,64,35,Cu0.31Co0.69Fe2O4,Cu,,,187.43,337,0.01,spherical,ferrimagnetic,436,,,,0.31,0.69
"10.1039, d4ra01600a",9.9,64,35,Cu0.31Co0.69Fe2O4,Cu,,,187.43,337,0.02,spherical,ferrimagnetic,255,,,,0.31,0.69
"10.1039, d4ra01600a",9.9,64,35,Cu0.31Co0.69Fe2O4,Cu,,,187.43,337,0.03,spherical,ferrimagnetic,180,,,,0.31,0.69
"10.1039, d4ra01600a",10,49,13,Cu0.47Co0.53Fe2O4,Cu,,,187.43,337,0.01,spherical,ferrimagnetic,360,,,,0.47,0.53
"10.1039, d4ra01600a",10,49,13,Cu0.47Co0.53Fe2O4,Cu,,,187.43,337,0.02,spherical,ferrimagnetic,200,,,,0.47,0.53
"10.1039, d4ra01600a",10,49,13,Cu0.47Co0.53Fe2O4,Cu,,,187.43,337,0.03,spherical,ferrimagnetic,160,,,,0.47,0.53
"10.1039, d4ra01600a",9.5,36,26,Cu0.15Co0.85Fe2O4,Cu,,chitosan,187.43,337,0.01,spherical,ferrimagnetic,330,,,,0.15,0.85
"10.1039, d4ra01600a",9.5,36,26,Cu0.15Co0.85Fe2O4,Cu,,chitosan,187.43,337,0.02,spherical,ferrimagnetic,220,,,,0.15,0.85
"10.1039, d4ra01600a",9.5,36,26,Cu0.15Co0.85Fe2O4,Cu,,chitosan,187.43,337,0.03,spherical,ferrimagnetic,180,,,,0.15,0.85
"10.1039, d4ra01600a",9.7,49,27,Cu0.31Co0.69Fe2O4,Cu,,chitosan,187.43,337,0.01,spherical,ferrimagnetic,347,,,,0.31,0.69
"10.1039, d4ra01600a",9.7,49,27,Cu0.31Co0.69Fe2O4,Cu,,chitosan,187.43,337,0.02,spherical,ferrimagnetic,280,,,,0.31,0.69
"10.1039, d4ra01600a",9.7,49,27,Cu0.31Co0.69Fe2O4,Cu,,chitosan,187.43,337,0.03,spherical,ferrimagnetic,260,,,,0.31,0.69
"10.1016, j.ces.2025.122731",10,46,21,Cu0.47Co0.53Fe2O4,Cu,,chitosan,187.43,337,0.01,spherical,ferrimagnetic,350,,,,0.47,0.53
"10.1016, j.ces.2025.122731",10,46,21,Cu0.47Co0.53Fe2O4,Cu,,chitosan,187.43,337,0.02,spherical,ferrimagnetic,220,,,,0.47,0.53
"10.1016, j.ces.2025.122731",10,46,21,Cu0.47Co0.53Fe2O4,Cu,,chitosan,187.43,337,0.03,spherical,ferrimagnetic,150,,,,0.47,0.53
"10.1016, j.ces.2025.122731",19.3,89.4,49,Cu0.15Fe2.85O4,Cu,,,187.4,337,1,,superparamagnetic,787,1,,,0.15,
"10.1016, j.mtcomm.2023.107982",19.3,89.4,49,Cu0.15Fe2.85O4,Cu,,,187.4,337,2,,superparamagnetic,766,1,,,0.15,
"10.1016, j.mtcomm.2023.107982",19.3,89.4,49,Cu0.15Fe2.85O4,Cu,,,187.4,337,3,,superparamagnetic,517,1,,,0.15,
"10.1016, j.mtcomm.2023.107982",16,87.4,46,Cu0.31Fe2.69O4,Cu,,,187.4,337,1,,superparamagnetic,762,0.6,,,0.31,
"10.1016, j.mtcomm.2023.107982",16,87.4,46,Cu0.31Fe2.69O4,Cu,,,187.4,337,2,,superparamagnetic,743,0.6,,,0.31,
"10.1016, j.jallcom.2021.161075",16,87.4,46,Cu0.31Fe2.69O4,Cu,,,187.4,337,3,,superparamagnetic,680,0.6,,,0.31,
"10.1016, j.jallcom.2021.161075",15.8,69.6,21,Cu0.47Fe2.53O4,Cu,,,187.4,337,1,,superparamagnetic,723,0.7,,,0.47,
"10.1016, j.jallcom.2021.161075",15.8,69.6,21,Cu0.47Fe2.53O4,Cu,,,187.4,337,2,,superparamagnetic,589,0.7,,,0.47,
"10.1016, j.jallcom.2021.161075",15.8,69.6,21,Cu0.47Fe2.53O4,Cu,,,187.4,337,3,,superparamagnetic,538,0.7,,,0.47,
"10.1016, j.inoche.2025.115569",18.4,83.1,49,Cu0.15Fe2.85O4,Cu,,dextran,187.4,337,1,Chain-like,superparamagnetic,591,1.4,,,0.15,
"10.1016, j.inoche.2025.115569",18.4,83.1,49,Cu0.15Fe2.85O4,Cu,,dextran,187.4,337,2,Chain-like,superparamagnetic,413,1.4,,,0.15,
"10.1016, j.inoche.2025.115569",18.4,83.1,49,Cu0.15Fe2.85O4,Cu,,dextran,187.4,337,3,Chain-like,superparamagnetic,290,1.4,,,0.15,
"10.1016, j.inoche.2025.115569",15.2,46.6,45,Cu0.31Fe2.69O4,Cu,,dextran,187.4,337,1,Chain-like,superparamagnetic,462,0.5,,,0.31,
"10.1016, j.inoche.2025.115569",15.2,46.6,45,Cu0.31Fe2.69O4,Cu,,dextran,187.4,337,2,Chain-like,superparamagnetic,307,0.5,,,0.31,
"10.1016, j.jallcom.2025.185885",15.2,46.6,45,Cu0.31Fe2.69O4,Cu,,dextran,187.4,337,3,,superparamagnetic,305,0.5,,,0.31,
"10.1016, j.jallcom.2025.185885",12.7,42.8,20,Cu0.47Fe2.53O4,Cu,,dextran,187.4,337,1,Chain-like,superparamagnetic,313,1.7,,,0.47,
"10.1016, j.jallcom.2025.185885",12.7,42.8,20,Cu0.47Fe2.53O4,Cu,,dextran,187.4,337,2,Chain-like,superparamagnetic,278,1.7,,,0.47,
"10.1016, j.physb.2025.417079",12.7,42.8,20,Cu0.47Fe2.53O4,Cu,,dextran,187.4,337,3,Chain-like,superparamagnetic,232,1.7,,,0.47,
"10.1016, j.physb.2025.417079",35,39,106,NiFe1.97La0.03O4,La,,,187.39,337,1,spherical,ferrimagnetic,331.38,,,,0.03,
"10.1016, j.physb.2025.417079",32,39,44,NiFe1.97Sm0.03O4,Sm,,,187.39,337,1,spherical,ferrimagnetic,241.17,,,,0.03,
"10.1016, j.physb.2025.417079",37,39,,NiFe1.97La0.03O4,La,,,187.39,337,,spherical,ferrimagnetic,702,,,,0.03,
"10.1016, j.physb.2025.417079",32,39,,NiFe1.97Sm0.03O4,Sm,,,187.39,337,,spherical,ferrimagnetic,616,,,,0.03,
"10.1016, j.physb.2025.417079",13,71,80.3223,Fe3O4,,,,187.39,336,1,spherical,superparamagnetic,144,,,,,
"10.1016, j.physb.2025.417079",13,71,80.3223,Fe3O4,,,,187.39,336,2,spherical,superparamagnetic,122,,,,,
"10.1016, j.physb.2025.417079",13,71,80.3223,Fe3O4,,,,187.39,336,3,spherical,superparamagnetic,94,,,,,
"10.1016, j.physb.2025.417079",12.2,69.8,72.1518,Fe3O4,,,chitosan,187.39,336,1,spherical,superparamagnetic,161,,,,,
"10.1016, j.jmmm.2022.169379",12.2,69.8,72.1518,Fe3O4,,,chitosan,187.39,336,2,spherical,superparamagnetic,128,,,,,
"10.1016, j.jmmm.2022.169379",12.2,69.8,72.1518,Fe3O4,,,chitosan,187.39,336,3,spherical,superparamagnetic,114,,,,,
"10.1016, j.jmmm.2022.169379",11.7,68.2,64.7335,Fe3O4,,,dextran,187.39,336,1,spherical,superparamagnetic,233,,,,,
"10.1016, j.jmmm.2022.169379",11.7,68.2,64.7335,Fe3O4,,,dextran,187.39,336,2,spherical,superparamagnetic,148,,,,,
"10.1016, j.jmmm.2022.169379",11.7,68.2,64.7335,Fe3O4,,,dextran,187.39,336,3,spherical,superparamagnetic,119,,,,,
"10.1016, j.jmmm.2022.169379",9.2,13.6,12.1,ZnFe2O4,,,,187.37,337,1,spherical,superparamagnetic,55.14,0.1,,,0,
"10.1016, j.jmmm.2022.169379",11.1,18.9,20.4,Co0.10Zn0.90Fe2O4,Co ,,,187.37,337,1,spherical,superparamagnetic,63.71,0.1,,,0.1,
"10.1016, j.jmmm.2022.169379",20.8,32.1,29.2,Co0.30Zn0.70Fe2O4,Co ,,,187.37,337,1,spherical,superparamagnetic,68.73,0.1,,,0.3,
"10.1016, j.jmmm.2022.169379",12,38.7,36.6,Co0.50Zn0.50Fe2O4,Cobalt,,,187.37,337,1,spherical,superparamagnetic,70.92,0.1,,,0.5,
"10.1016, j.ceramint.2025.10.081",42.2,26.8,68,Fe3O4,,,PEI,175,335,1,spherical,superparamagnetic,138.8,24.4,,6.7,,
"10.1016, j.ceramint.2025.10.081",38.9,49.8,57.3,Fe3O4,,,PEI,175,335,1,nanoflowers,superparamagnetic,211.5,6.1,,7,,
"10.1016, j.ceramint.2025.10.081",20,73.9,130,Fe3O4,,,PEI,175,335,1,nanorods,superparamagnetic,245.3,4.85,,20.2,,
"10.1016, j.ceramint.2025.10.081",46.2,84,7.2,Fe3O4,,,PEI,175,335,1,nanocube,superparamagnetic,248.7,6.4,,1.9,,
"10.1016, j.ceramint.2025.10.081",29.4,77.8,0,Fe3O4,,,TEA-TTEG,174.7,175.2,0.5,nanoflower,superparamagnetic,142.4,,,,,
"10.1016, j.colsurfa.2025.136300",29.4,77.8,0,Fe3O4,,,TEA-TTEG,173.5,262.2,0.5,nanoflower,superparamagnetic,273,,,,,
"10.1016, j.colsurfa.2025.136300",20,56,0,Fe3O4,,,,170.8,332,5,spherical,superparamagnetic,22.29,,"54.23 m², g",,,
"10.1016, j.colsurfa.2025.136300",20,56,0,Fe3O4,,,,170.8,332,10,spherical,superparamagnetic,8.36,,"54.23 m², g",,,
"10.1016, j.colsurfa.2025.136300",20,56,0,Fe3O4,,,,170.8,332,15,spherical,superparamagnetic,8.36,,"54.23 m², g",,,
"10.1016, j.colsurfa.2025.136300",20,56,0,Fe3O4,,,,170.8,332,20,spherical,superparamagnetic,4.8,,"54.23 m², g",,,
"10.1016, j.jmmm.2022.169597",12.76,47,0,Fe3O4,,,SiO2,170.8,332,5,spherical,superparamagnetic,32.04,,"70.48 m², g",,,
"10.1016, j.ceramint.2023.03.102",12.76,47,0,Fe3O4,,,SiO2,170.8,332,10,spherical,superparamagnetic,18.36,,"70.48 m², g",,,
"10.1016, j.ceramint.2023.03.102",12.76,47,0,Fe3O4,,,SiO2,170.8,332,15,spherical,superparamagnetic,16.72,,"70.48 m², g",,,
"10.1016, j.jallcom.2023.169327",12.76,47,0,Fe3O4,,,SiO2,170.8,332,20,spherical,superparamagnetic,10.79,,"70.48 m², g",,,
"10.1016, j.jallcom.2023.169327",31,39,108,Co0.5Mn0.25Mg0.25Fe2O4,,,,170,332,5,spherical or nanocube,ferrimagnetic,33,,,0.18667,,
"10.1016, j.jallcom.2023.169327",28,45.7,427,Co0.5Mn0.25Mg0.25Fe1.96Gd0.04O4,Gd,,,170,332,5,spherical or nanocube,ferrimagnetic,34.12,,,0.41234,0.04,
"10.1016, j.jallcom.2023.169327",18,42.37,96,Co0.5Mn0.25Mg0.25Fe1.94Gd0.06O4,Gd,,,170,332,5,spherical or nanocube,ferrimagnetic,22.53,,,0.16167,0.06,
"10.1016, j.jallcom.2023.169327",9.38,52.13,0,Fe2O3,,,,170,332.8,10,spherical,superparamagnetic,73.7,,,0.02,,
"10.1016, j.jallcom.2023.169327",10.22,50.64,0,Gd0.01Fe1.99O3,Gd,,,170,332.8,,spherical,superparamagnetic,65,,,0.007,0.01,
"10.1016, j.jallcom.2023.169327",8.73,48.64,0,Gd0.03Fe1.97O3,Gd,,,170,332.8,,spherical,superparamagnetic,67.6,,,0.008,0.03,
"10.1016, j.jallcom.2023.169327",11.06,39.35,0,Gd0.05Fe1.95O3,Gd,,,170,332.8,,spherical,superparamagnetic,54,,,0.006,0.05,
"10.1016, j.jallcom.2023.169327",10.13,39.7,26,Fe3O4,,,PVP,170,332.8,10,spherical,superparamagnetic,30.253,,,0.01,,
"10.1016, j.jallcom.2023.169327",10.13,39.7,26,Fe3O4,,,PVP,170,332.8,7.5,spherical,superparamagnetic,21.456,,,0.01,,
"10.1016, j.jallcom.2023.169327",10.13,39.7,26,Fe3O4,,,PVP,170,332.8,5,spherical,superparamagnetic,27.679,,,0.01,,
"10.1016, j.jallcom.2023.169327",10.13,39.7,26,Fe3O4,,,PVP,170,332.8,2.5,spherical,superparamagnetic,29.61,,,0.01,,
"10.1016, j.jallcom.2023.169327",17.26,80.74,13,NiFe2O4,,,PVP,170,332.8,10,spherical,superparamagnetic,54.714,,,0.011,,
"10.1016, j.jallcom.2023.169327",17.26,80.74,13,NiFe2O4,,,PVP,170,332.8,7.5,spherical,superparamagnetic,51.066,,,0.011,,
"10.1016, j.colsurfa.2024.136027",17.26,80.74,13,NiFe2O4,,,PVP,170,332.8,5,spherical,superparamagnetic,38.622,,,0.011,,
"10.1016, j.colsurfa.2024.136027",17.26,80.74,13,NiFe2O4,,,PVP,170,332.8,2.5,spherical,superparamagnetic,36.047,,,0.011,,
"10.1016, j.colsurfa.2024.136027",10.88,66.17,218,CoFe2O4,,,PVP,170,332.8,10,spherical,superparamagnetic,30.575,,,0.14,,
"10.1016, j.colsurfa.2024.136027",10.88,66.17,218,CoFe2O4,,,PVP,170,332.8,7.5,spherical,superparamagnetic,24.031,,,0.14,,
"10.1016, j.ceramint.2025.02.245",10.88,66.17,218,CoFe2O4,,,PVP,170,332.8,5,spherical,superparamagnetic,22.759,,,0.14,,
"10.1016, j.ceramint.2025.02.245",10.88,66.17,218,CoFe2O4,,,PVP,170,332.8,2.5,spherical,superparamagnetic,20.897,,,0.14,,
"10.1016, j.ceramint.2025.02.245",9.95,38.78,18,ZnFe2O4,,,PVP,170,332.8,10,spherical,superparamagnetic,23.495,,,0.014,,
"10.1016, j.ceramint.2025.02.245",9.95,38.78,18,ZnFe2O4,,,PVP,170,332.8,7.5,spherical,superparamagnetic,17.165,,,0.014,,
"10.1016, j.jpcs.2025.112992",9.95,38.78,18,ZnFe2O4,,,PVP,170,332.8,5,spherical,superparamagnetic,25.104,,,0.014,,
"10.1016, j.jpcs.2025.112992",9.95,38.78,18,ZnFe2O4,,,PVP,170,332.8,2.5,spherical,superparamagnetic,19.909,,,0.014,,
"10.1016, j.jpcs.2025.112992",10.004,26.26,16.64,MgFe2O4,,,PVP,170,332.8,10,spherical,superparamagnetic,20.598,,,0.019,,
"10.1016, j.jpcs.2025.112992",10.004,26.26,16.64,MgFe2O4,,,PVP,170,332.8,7.5,spherical,superparamagnetic,19.161,,,0.019,,
"10.1016, j.jallcom.2026.186576",10.004,26.26,16.64,MgFe2O4,,,PVP,170,332.8,5,spherical,superparamagnetic,14.311,,,0.019,,
"10.1016, j.jallcom.2026.186576",10.004,26.26,16.64,MgFe2O4,,,PVP,170,332.8,2.5,spherical,superparamagnetic,12.185,,,0.019,,
"10.1016, j.jallcom.2026.186576",10,4.26,54.62,SnFe2O4,,,PVP,170,332.8,10,spherical,superparamagnetic,18.345,,,0.08,,
"10.1016, j.jallcom.2026.186576",10,4.26,54.62,SnFe2O4,,,PVP,170,332.8,7.5,spherical,superparamagnetic,12.874,,,0.08,,
"10.1016, j.powtec.2023.118720",10,4.26,54.62,SnFe2O4,,,PVP,170,332.8,5,spherical,superparamagnetic,7.081,,,0.08,,
"10.1016, j.powtec.2023.118720",10,4.26,54.62,SnFe2O4,,,PVP,170,332.8,2.5,spherical,superparamagnetic,9.61,,,0.08,,
"10.1016, j.powtec.2023.118720",11,52.38,4,γ-Fe2O3,,,,170,332.8,10,nanocubes,superparamagnetic,122.06,1,,0.007,,
"10.1016, j.inoche.2025.115268",12,54.32,4,γ-Fe2O3,Co,,,170,332.8,10,nanocubes,superparamagnetic,68.1,1,,0.006,0.01,
"10.1016, j.inoche.2025.115268",12,59.78,15.94,γ-Fe2O3,Co,,,170,332.8,10,nanocubes,superparamagnetic,38.1,1,,0.026,0.03,
"10.1016, j.inoche.2025.115268",12,64.73,11.25,γ-Fe2O3,Co,,,170,332.8,10,nanocubes,superparamagnetic,57.89,1,,0.018,0.05,
"10.1016, j.inoche.2025.115268",11.1,58.8,,Fe3O4,,,,170,169,10,irregular,ferrimagnetic,12.34,,,,,
"10.1016, j.inoche.2025.115268",11.1,58.8,,Fe3O4,,,,170,332,10,irregular,ferrimagnetic,16.11,,,,,
"10.1016, j.inoche.2025.115268",13.5,20.8,0,Fe3O4,,,pyrrole,170,169,10,spherical,superparamagnetic,24.27,,,,,
"10.1016, j.ceramint.2024.11.118",13.5,20.8,0,Fe3O4,,,pyrrole,170,332,10,spherical,superparamagnetic,28.24,,,,,
"10.1016, j.ceramint.2024.11.118",25,33.83,53,MgFe2O4,,,,167.6,265,2,spherical,ferrimagnetic,38,2,,,,
"10.1016, j.ceramint.2024.11.118",25,33.83,53,MgFe2O4,,,,167.6,265,5,spherical,ferrimagnetic,50,2,,,,
"10.1016, j.ceramint.2024.11.118",37,45,0,β-NaFeO2,,,,167.6,267,2,spherical,superparamagnetic,48.15,,,0,,
"10.1016, j.ceramint.2024.11.118",13,64,0,MnFe2O4,,,PVP,167.6,265,5,spherical,superparamagnetic,346.73,,,0,,
"10.1016, j.ceramint.2024.11.118",13,64,0,MnFe2O4,,,PVP,167.6,265,10,spherical,superparamagnetic,225.07,,,0,,
"10.1016, j.inoche.2024.112796",5.6,39,0,CoFe2O4,,,,167.55,276,5,spherical,ferrimagnetic,65,,,,,
"10.1016, j.inoche.2024.112796",5.6,39,0,CoFe2O4,,,,167.55,276,10,spherical,ferrimagnetic,55,,,,,
"10.1016, j.inoche.2024.112796",6.8,58.28,2.58,MnFe2O4,,,,167.55,276,5,spherical,ferrimagnetic,55,,,,,
"10.1016, j.inoche.2024.112796",6.8,58.28,2.58,MnFe2O4,,,,167.55,276,10,spherical,ferrimagnetic,25,,,,,
"10.1016, j.inoche.2024.112796",5.1,33.02,0,CoFe2O4,,,Au,167.38,276,5,spherical,superparamagnetic,33.38,0.5,,,,
"10.1016, j.inoche.2024.112796",5.1,33.02,0,CoFe2O4,,,Au,167.38,276,10,spherical,superparamagnetic,16.91,0.5,,,,
"10.1016, j.inoche.2025.115815",6,58.28,0,MnFe2O4,,,,167.18,276,,spherical,,16,,,,,
"10.1016, j.inoche.2025.115815",4.5,42.59,7.65,CoFe2O4,,,,167.18,276,5,spherical,superparamagnetic,32.81,0.5,,,,
"10.1016, j.inoche.2025.115815",4.5,42.59,7.65,CoFe2O4,,,,167.18,276,10,spherical,superparamagnetic,17.89,0.5,,,,
"10.1016, j.inoche.2025.115815",3.3,,,Fe3O4,,,dextran,165.92,520,,,,120,,,,,
"10.1016, j.inoche.2025.115815",13.1,,,Fe3O4,,,amisilane (APTES),165.92,520,,,,146,,,,,
"10.1016, j.inoche.2025.115815",3.3,,,Fe3O4,,,dextran,165.92,520,,spherical,superparamagnetic,120,,,,,
"10.1016, j.physb.2022.413993",13.1,,,Fe3O4,,,Amisilan,165.92,520,,spherical,superparamagnetic,146,,,,,
"10.1016, j.physb.2022.413993",150.9,74.3,,Fe3O4,,,,165.9,166.4,,,Superparamagentic,23.5,,,,,
"10.1016, j.physb.2022.413993",100,61.945,,Fe3O4,,,"PF127, CA",165,330,10,spherical,superparamagnetic,10.79,,,,,
"10.1016, j.physb.2022.413993",7.4,50,,Fe3O4,,,poly(dimethylsiloxane-co-amipropylmethylsiloxane),164,460,1.25,spherical,superparamagnetic,6.5,1.7,,,,
"10.1016, j.matchemphys.2025.131274",7.4,50,,Fe3O4,,,poly(dimethylsiloxane-co-amipropylmethylsiloxane),164,460,2.5,spherical,superparamagnetic,10,1.7,,,,
"10.1016, j.matchemphys.2025.131274",7.4,50,,Fe3O4,,,poly(dimethylsiloxane-co-amipropylmethylsiloxane),164,460,5,spherical,superparamagnetic,13,1.7,,,,
"10.1016, j.matchemphys.2025.131274",7.4,50,,Fe3O4,,,poly(dimethylsiloxane-co-amipropylmethylsiloxane),164,460,10,spherical,superparamagnetic,15,1.7,,,,
"10.1016, j.matchemphys.2025.131274",7.4,50,,Fe3O4,,,poly(dimethylsiloxane-co-amipropylmethylsiloxane),164,460,20,spherical,superparamagnetic,15.5,1.7,,,,
"10.1016, j.matchemphys.2025.131274",7.4,50,,Fe3O4,,,poly(dimethylsiloxane-co-amipropylmethylsiloxane),164,460,40,spherical,superparamagnetic,15,1.7,,,,
"10.1016, j.matchemphys.2025.131274",7.4,50,,Fe3O4,,,poly(dimethylsiloxane-co-amipropylmethylsiloxane),164,460,80,spherical,superparamagnetic,13,1.7,,,,
"10.1016, j.matchemphys.2025.131274",7.4,50,,Fe3O4,,,poly(dimethylsiloxane-co-amipropylmethylsiloxane),164,460,160,spherical,superparamagnetic,10,1.7,,,,
"10.1016, j.matchemphys.2025.131274",7.4,50,,Fe3O4,,,poly(dimethylsiloxane-co-amipropylmethylsiloxane),164,460,320,spherical,superparamagnetic,7,1.7,,,,
"10.1016, j.matchemphys.2025.131274",70,81.3,185.92,Fe3O4,,,PEI,163.41,110,10,spherical,ferrimagnetic,80,12,,0.36,,
"10.1016, j.matchemphys.2025.131274",4.46,44.7,,Fe3O4,,,"oleic acid ,  Hexadecylamine",163.41,114,,nanorods,superparamagnetic,16.39,,,,,
"10.1016, j.matchemphys.2025.131274",26.79,29,1.39,La0.7Sr0.3MnO3,Sr,,silica,163,300,1,spherical,,158.4,,,,0.3,
"10.1016, j.matchemphys.2025.131274",18,96.1,10.12,Tb0.7Fe2.3O4,Tb,,,162.7,336,1,spherical,superparamagnetic,649,3,,1.61,0.7,
"10.1016, j.matchemphys.2025.131274",13.13,70.6,1.79,Fe3O4,,,,162.4,336,1,spherical,superparamagnetic,169.94,,,,,
"10.1016, j.matchemphys.2025.131274",13.2,49.02,0.82,Fe3O4,Gd,,,162.4,336,1,spherical,superparamagnetic,171.2,,,,0.2,
"10.1016, j.matchemphys.2025.131274",13.67,56.68,1.01,Fe3O4,Gd,,,162.4,336,1,spherical,superparamagnetic,237.59,,,,0.5,
"10.1016, j.matchemphys.2025.131274",14.06,60.68,1.1,Fe3O4,Gd,,,162.4,336,1,spherical,superparamagnetic,257.68,,,,0.7,
"10.1016, j.matchemphys.2025.131274",13,16,40,Zn0.5Ca0.5Fe2O4,Zn,Ca,,162.15,337,1,irregular,superparamagnetic,139.3,,,,0.5,0.5
"10.1016, j.matchemphys.2025.131274",14,22,130,Mg0.5Ca0.5Fe2O4,Mg,Ca,,162.15,337,1,irregular,soft ferrimagnetic,189.4,,,0.18,0.5,0.5
"10.1016, j.matchemphys.2025.131274",55,42.59,140,NiFe2O4,,,,162.03,337,,spherical,ferrimagnetic,461,,,,,
"10.1016, j.matchemphys.2025.131274",13.6,8.67,121.37,ZnFe2O4,Zn,,,161.98,336,1,spherical,superparamagnetic,82.81,2,,0.15,1,
"10.1016, j.molliq.2024.126314",13.6,8.67,121.37,ZnFe2O4,Zn,,,161.98,336,3,spherical,superparamagnetic,41.45,2,,0.15,1,
"10.1016, j.molliq.2024.126314",13.6,8.67,121.37,ZnFe2O4,Zn,,,161.98,336,5,spherical,superparamagnetic,7.56,2,,0.15,1,
"10.1016, j.molliq.2024.126314",13.9,18.32,86.735,Mn0.25Zn0.75Fe2O4,Mn,Zn,,161.98,336,1,spherical,superparamagnetic,141.65,2,,0.25,0.25,0.75
"10.1016, j.molliq.2024.126314",13.9,18.32,86.735,Mn0.25Zn0.75Fe2O4,Mn,Zn,,161.98,336,3,spherical,superparamagnetic,62.23,2,,0.25,0.25,0.75
"10.1016, j.molliq.2024.126314",13.9,18.32,86.735,Mn0.25Zn0.75Fe2O4,Mn,Zn,,161.98,336,5,spherical,superparamagnetic,44.55,2,,0.25,0.25,0.75
"10.1016, j.molliq.2024.126314",14.1,30.8,59.74,Mn0.5Zn0.5Fe2O4,Mn,Zn,,161.98,336,1,spherical,superparamagnetic,151.99,2,,0.15,0.5,0.5
"10.1016, j.molliq.2024.126314",14.1,30.8,59.74,Mn0.5Zn0.5Fe2O4,Mn,Zn,,161.98,336,3,spherical,superparamagnetic,64.92,2,,0.15,0.5,0.5
"10.1016, j.molliq.2024.126314",14.1,30.8,59.74,Mn0.5Zn0.5Fe2O4,Mn,Zn,,161.98,336,5,spherical,superparamagnetic,49.71,2,,0.15,0.5,0.5
"10.1016, j.molliq.2024.126314",14.8,38.9,37.22,Mn0.75Zn0.25Fe2O4,Mn,Zn,,161.98,336,1,spherical,superparamagnetic,173.24,3,,0.06,0.75,0.25
"10.1016, j.jmmm.2025.173216",14.8,38.9,37.22,Mn0.75Zn0.25Fe2O4,Mn,Zn,,161.98,336,3,spherical,superparamagnetic,107.12,3,,0.06,0.75,0.25
"10.1016, j.jmmm.2025.173216",14.8,38.9,37.22,Mn0.75Zn0.25Fe2O4,Mn,Zn,,161.98,336,5,spherical,superparamagnetic,105.42,3,,0.06,0.75,0.25
"10.1016, j.jmmm.2025.173216",15.7,14.72,69.35,MnFe2O4,Mn,,,161.98,336,1,spherical,superparamagnetic,96.96,3,,0.13,1,0
"10.1016, j.jmmm.2025.173216",15.7,14.72,69.35,MnFe2O4,Mn,,,161.98,336,3,spherical,superparamagnetic,42.94,3,,0.13,1,0
"10.1016, j.jmmm.2025.173216",15.7,14.72,69.35,MnFe2O4,Mn,,,161.98,336,5,spherical,superparamagnetic,35.7,3,,0.13,1,0
"10.1016, j.mtcomm.2025.112975",11,65.75,90,Fe3O4,,,TREG,160,166.12,33.33,spherical,superparamagnetic,8.9,,,,,
"10.1016, j.mtcomm.2025.112975",11,65.75,90,Fe3O4,,,TREG,160,166.12,16.66,spherical,superparamagnetic,13,,,,,
"10.1016, j.mtcomm.2025.112975",11,65.75,90,Fe3O4,,,TREG,160,166.12,8.32,spherical,superparamagnetic,19.53,,,,,
"10.1016, j.mtcomm.2025.112975",11,65.75,90,Fe3O4,,,TREG,160,166.12,4.16,spherical,superparamagnetic,27.09,,,,,
"10.1016, j.matchemphys.2021.124546",11,65.75,90,Fe3O4,,,TREG,160,166.12,0.83,spherical,superparamagnetic,131.86,,,,,
"10.1016, j.matchemphys.2021.124546",11.1,58.8,,Fe3O4,,,,160,469,10,irregular,ferrimagnetic,31.8,,,,,
"10.1016, j.matchemphys.2021.124546",13.5,20.8,0,Fe3O4,,,pyrrole,160,469,10,spherical,superparamagnetic,53.77,,,,,
"10.1016, j.matchemphys.2021.124546",15,,,Fe3O4,,,dextran,159.64,250,,,,46,,,,,
"10.1016, j.matchemphys.2021.124546",15,,,Fe3O4,,,dextran,159.64,250,,spherical,superparamagnetic,46,,,,,
"10.1016, j.matchemphys.2021.124546",11.3,70,14,Fe3O4,,,amisilane (APTES),157.13,100,100,spherical,superparamagnetic,140,,High,0.02,,
"10.1016, j.matchemphys.2021.124546",7.5,25.85,,Mn0.5Zn0.5Fe2O5,Zn,Mn,lauric acid,157.1,330,0.35,nanocube,superparamagnetic,4.8,1.4,,,0.5,0.5
